Contig name	Start	End	Scaffold name
NC01007911219982782001403	53756	56982	scaffold_2
NC01007912822927582297787	57082	62212	scaffold_2
NC01007948556464558705	62312	64654	scaffold_2
NC01007947518549556117	64754	102423	scaffold_2
NC01007946518313518642	102523	102953	scaffold_2
NC01007945471239512707	103053	144622	scaffold_2
NC01007939466279466552	144722	145096	scaffold_2
NC01007944470995471237	145196	145539	scaffold_2
NC01007941467871469573	145639	147442	scaffold_2
NC01007943470299471022	147542	148366	scaffold_2
NC01007940467123467784	148466	149228	scaffold_2
NC01007942469627469858	149328	149660	scaffold_2
NC01007938464821466245	149760	151285	scaffold_2
NC01007937464512464815	151385	151789	scaffold_2
NC01007936463697464450	151889	152743	scaffold_2
NC01007935459560463634	152843	157018	scaffold_2
NC01007910719397051940055	157118	157569	scaffold_2
NC01007910619391911939704	157669	158283	scaffold_2
NC01007910219179931918455	0	463	scaffold_3
gi161510924refNC0100631636504307	0	658	scaffold_4
gi161510924refNC0100631523433493	758	1909	scaffold_4
gi161510924refNC01006317440412480	2009	10186	scaffold_4
gi161510924refNC0100631122110125919	10286	15205	scaffold_4
gi161510924refNC0100631132589827041	15305	16549	scaffold_4
gi161510924refNC010063111669	16649	17418	scaffold_4
gi161510924refNC010063126971321	17518	18243	scaffold_4
gi161510924refNC0100631315811932	18343	18795	scaffold_4
gi225631039refNC0124171210521347	18895	19291	scaffold_4
gi161510924refNC0100631419122260	19391	19840	scaffold_4
gi225631039refNC0124171420572956	0	900	scaffold_5
gi225631039refNC0124171314131972	0	560	scaffold_6
gi225631039refNC012417111792	660	1452	scaffold_6
NC01007914926799822681469	0	1488	scaffold_7
NC01007926348064348375	0	312	scaffold_8
gi161510924refNC010063191321116357	0	3147	scaffold_9
NC0100799418040821804306	0	225	scaffold_10
NC0100797513428841344341	0	1458	scaffold_11
gi161510924refNC0100631111708820366	0	3279	scaffold_12
NC01007955292961721	0	8793	scaffold_13
