Contig name	Start	End	Scaffold name
284	166960	171602	scaffold_5
525	171702	190127	scaffold_5
882	0	4640	scaffold_6
174	4740	27964	scaffold_6
795	28064	30409	scaffold_6
990	30509	32188	scaffold_6
472	32288	52998	scaffold_6
1024	53098	54623	scaffold_6
930	54723	64624	scaffold_6
485	64724	82896	scaffold_6
1279	82996	88004	scaffold_6
337	88104	96545	scaffold_6
928	96645	100876	scaffold_6
1122	100976	102230	scaffold_6
1100	102330	121189	scaffold_6
370	121289	132221	scaffold_6
737	132321	136014	scaffold_6
1210	136114	141671	scaffold_6
638	141771	146410	scaffold_6
787	146510	155090	scaffold_6
1120	155190	160880	scaffold_6
811	160980	179747	scaffold_6
505	179847	183577	scaffold_6
894	183677	186001	scaffold_6
1015	186101	189260	scaffold_6
309	189360	192178	scaffold_6
1016	192278	204145	scaffold_6
1009	204245	207325	scaffold_6
757	207425	213107	scaffold_6
1169	213207	218989	scaffold_6
60	219089	227355	scaffold_6
125	227455	229809	scaffold_6
895	229909	235392	scaffold_6
43	235492	246745	scaffold_6
1178	246845	254177	scaffold_6
502	254277	258397	scaffold_6
556	258497	261534	scaffold_6
147	261634	265807	scaffold_6
112	265907	267505	scaffold_6
980	267605	270099	scaffold_6
819	270199	287065	scaffold_6
971	287165	303132	scaffold_6
104	303232	308734	scaffold_6
245	308834	315701	scaffold_6
220	315801	339749	scaffold_6
270	339849	345481	scaffold_6
264	345581	351574	scaffold_6
319	351674	356395	scaffold_6
574	356495	357798	scaffold_6
953	357898	363478	scaffold_6
482	363578	377132	scaffold_6
545	377232	379354	scaffold_6
760	379454	384189	scaffold_6
578	384289	395476	scaffold_6
796	395576	414950	scaffold_6
917	415050	418771	scaffold_6
1179	418871	422321	scaffold_6
1234	0	3386	scaffold_7
148	3486	10516	scaffold_7
945	10616	12525	scaffold_7
812	12625	16348	scaffold_7
627	0	2946	scaffold_8
252	3046	29239	scaffold_8
164	29339	55433	scaffold_8
754	55533	72279	scaffold_8
282	72379	75710	scaffold_8
571	75810	101796	scaffold_8
507	101896	108408	scaffold_8
1240	108508	110387	scaffold_8
672	110487	112005	scaffold_8
165	112105	118389	scaffold_8
973	118489	122654	scaffold_8
817	122754	152416	scaffold_8
1163	152516	167337	scaffold_8
286	167437	181999	scaffold_8
762	182099	188658	scaffold_8
1176	188758	194753	scaffold_8
1056	194853	197348	scaffold_8
814	197448	205916	scaffold_8
116	206016	227958	scaffold_8
209	228058	230581	scaffold_8
175	230681	251371	scaffold_8
106	251471	266987	scaffold_8
477	267087	271017	scaffold_8
274	271117	283301	scaffold_8
849	283401	286281	scaffold_8
481	286381	302144	scaffold_8
1263	302244	327242	scaffold_8
675	327342	351851	scaffold_8
711	351951	353395	scaffold_8
8	353495	361171	scaffold_8
958	361271	363893	scaffold_8
48	363993	365460	scaffold_8
1114	365560	373694	scaffold_8
339	373794	376860	scaffold_8
196	376960	383263	scaffold_8
401	383363	392054	scaffold_8
1230	392154	399749	scaffold_8
1062	399849	403090	scaffold_8
300	403190	407931	scaffold_8
398	408031	440593	scaffold_8
47	440693	447820	scaffold_8
679	447920	458897	scaffold_8
416	458997	468048	scaffold_8
100	468148	469997	scaffold_8
385	470097	475843	scaffold_8
654	475943	486737	scaffold_8
460	486837	490297	scaffold_8
736	490397	495761	scaffold_8
546	495861	499163	scaffold_8
1046	499263	504756	scaffold_8
892	504856	507152	scaffold_8
568	0	2150	scaffold_9
1172	2250	26560	scaffold_9
944	26660	60930	scaffold_9
1083	61030	67861	scaffold_9
660	67961	97127	scaffold_9
1208	97227	101087	scaffold_9
228	101187	105932	scaffold_9
243	106032	111093	scaffold_9
879	111193	122183	scaffold_9
1267	122283	134388	scaffold_9
1113	134488	142535	scaffold_9
580	142635	162318	scaffold_9
889	162418	168957	scaffold_9
1115	169057	188836	scaffold_9
26	188936	199650	scaffold_9
586	199750	201725	scaffold_9
516	201825	204144	scaffold_9
719	204244	209845	scaffold_9
479	209945	212411	scaffold_9
190	212511	214020	scaffold_9
1045	214120	216783	scaffold_9
668	216883	218129	scaffold_9
373	218229	230367	scaffold_9
595	0	8793	scaffold_10
678	8893	27344	scaffold_10
1116	27444	35745	scaffold_10
562	35845	38041	scaffold_10
1271	38141	51351	scaffold_10
68	51451	56563	scaffold_10
1276	56663	63894	scaffold_10
222	63994	66226	scaffold_10
680	66326	67965	scaffold_10
724	68065	70181	scaffold_10
899	70281	81150	scaffold_10
316	81250	87969	scaffold_10
847	88069	90327	scaffold_10
836	90427	100173	scaffold_10
890	100273	132801	scaffold_10
735	132901	137258	scaffold_10
1047	137358	148580	scaffold_10
333	148680	158773	scaffold_10
676	158873	163939	scaffold_10
745	164039	168129	scaffold_10
943	168229	174214	scaffold_10
910	174314	178142	scaffold_10
465	178242	182141	scaffold_10
30	182241	187264	scaffold_10
440	187364	194421	scaffold_10
867	194521	202875	scaffold_10
289	202975	204473	scaffold_10
388	204573	210896	scaffold_10
1123	210996	237460	scaffold_10
1061	237560	244786	scaffold_10
918	244886	248404	scaffold_10
211	248504	250254	scaffold_10
1190	250354	253191	scaffold_10
510	253291	267627	scaffold_10
534	267727	272377	scaffold_10
906	272477	286292	scaffold_10
792	286392	302795	scaffold_10
937	302895	306690	scaffold_10
1152	306790	310456	scaffold_10
1067	0	1172	scaffold_11
1139	0	4909	scaffold_12
1008	5009	7353	scaffold_12
386	7453	10105	scaffold_12
952	10205	21802	scaffold_12
954	21902	23202	scaffold_12
1238	23302	31501	scaffold_12
425	31601	53715	scaffold_12
424	53815	58688	scaffold_12
949	58788	68755	scaffold_12
2	0	2714	scaffold_13
276	2814	12589	scaffold_13
850	12689	18355	scaffold_13
645	18455	24683	scaffold_13
78	24783	32004	scaffold_13
734	32104	33961	scaffold_13
777	34061	46495	scaffold_13
1154	46595	49094	scaffold_13
219	49194	52849	scaffold_13
1133	52949	59784	scaffold_13
1105	59884	64678	scaffold_13
652	64778	86532	scaffold_13
298	86632	88694	scaffold_13
883	0	1677	scaffold_14
294	1777	9166	scaffold_14
694	9266	22657	scaffold_14
306	22757	25919	scaffold_14
588	26019	28892	scaffold_14
186	28992	49826	scaffold_14
358	49926	55675	scaffold_14
308	55775	63209	scaffold_14
630	0	11027	scaffold_15
208	11127	16383	scaffold_15
12	16483	35383	scaffold_15
51	35483	39737	scaffold_15
464	39837	41992	scaffold_15
781	42092	47980	scaffold_15
619	48080	75449	scaffold_15
488	75549	83894	scaffold_15
749	83994	88063	scaffold_15
223	88163	92444	scaffold_15
722	92544	121171	scaffold_15
272	121271	139311	scaffold_15
332	139411	143484	scaffold_15
511	143584	146470	scaffold_15
390	146570	157544	scaffold_15
292	157644	161219	scaffold_15
1262	161319	167073	scaffold_15
86	167173	174273	scaffold_15
330	174373	182855	scaffold_15
1128	0	7030	scaffold_16
188	7130	10667	scaffold_16
227	10767	14933	scaffold_16
1222	15033	35214	scaffold_16
632	0	1895	scaffold_17
808	1995	9416	scaffold_17
793	9516	12726	scaffold_17
607	12826	16772	scaffold_17
659	16872	36898	scaffold_17
205	36998	47943	scaffold_17
215	48043	66786	scaffold_17
697	66886	70513	scaffold_17
824	70613	72757	scaffold_17
250	72857	75814	scaffold_17
1183	75914	77444	scaffold_17
1268	77544	80287	scaffold_17
1266	80387	83711	scaffold_17
1254	83811	99334	scaffold_17
120	99434	122619	scaffold_17
1089	122719	125471	scaffold_17
176	125571	138228	scaffold_17
1166	0	3136	scaffold_18
1111	3236	6915	scaffold_18
470	7015	13486	scaffold_18
559	13586	19405	scaffold_18
271	19505	27073	scaffold_18
433	27173	41494	scaffold_18
746	41594	47841	scaffold_18
992	47941	55300	scaffold_18
687	55400	56838	scaffold_18
40	56938	58425	scaffold_18
1013	58525	61519	scaffold_18
39	0	2635	scaffold_19
1221	2735	6404	scaffold_19
275	6504	7878	scaffold_19
1223	0	3858	scaffold_20
521	3958	5457	scaffold_20
288	5557	13391	scaffold_20
146	13491	46544	scaffold_20
561	46644	52980	scaffold_20
884	53080	61216	scaffold_20
1203	61316	68100	scaffold_20
984	68200	75448	scaffold_20
506	75548	80697	scaffold_20
235	80797	83372	scaffold_20
699	83472	85994	scaffold_20
774	86094	88800	scaffold_20
278	88900	91971	scaffold_20
397	92071	93835	scaffold_20
403	93935	96431	scaffold_20
58	96531	111045	scaffold_20
417	111145	117143	scaffold_20
764	117243	123372	scaffold_20
49	123472	133066	scaffold_20
981	133166	143397	scaffold_20
964	143497	152594	scaffold_20
998	152694	161540	scaffold_20
96	161640	164110	scaffold_20
854	0	2062	scaffold_21
696	2162	11867	scaffold_21
969	11967	19120	scaffold_21
287	19220	29090	scaffold_21
50	29190	45114	scaffold_21
170	45214	48630	scaffold_21
635	48730	54469	scaffold_21
528	54569	59660	scaffold_21
616	59760	63244	scaffold_21
526	63344	67556	scaffold_21
446	67656	78249	scaffold_21
1143	0	19676	scaffold_22
972	19776	57832	scaffold_22
523	57932	60487	scaffold_22
490	60587	63887	scaffold_22
970	63987	67375	scaffold_22
776	67475	73559	scaffold_22
1017	73659	85343	scaffold_22
438	85443	86919	scaffold_22
947	0	4771	scaffold_23
1236	4871	6685	scaffold_23
150	0	5805	scaffold_24
1272	5905	25540	scaffold_24
649	25640	37780	scaffold_24
733	37880	39797	scaffold_24
991	39897	48280	scaffold_24
448	48380	65956	scaffold_24
550	66056	73096	scaffold_24
609	73196	82183	scaffold_24
877	82283	93861	scaffold_24
79	93961	97578	scaffold_24
351	97678	106336	scaffold_24
318	106436	109554	scaffold_24
251	0	8301	scaffold_25
1232	8401	15082	scaffold_25
70	15182	35244	scaffold_25
935	35344	41434	scaffold_25
431	41534	42800	scaffold_25
579	0	2874	scaffold_26
28	2974	8552	scaffold_26
832	8652	12679	scaffold_26
789	12779	14018	scaffold_26
742	14118	16626	scaffold_26
463	16726	25115	scaffold_26
66	25215	34302	scaffold_26
673	34402	64688	scaffold_26
1055	64788	71555	scaffold_26
336	71655	83658	scaffold_26
1053	83758	85377	scaffold_26
853	85477	111521	scaffold_26
999	111621	113654	scaffold_26
686	113754	115748	scaffold_26
1150	115848	118692	scaffold_26
800	118792	122175	scaffold_26
444	122275	123853	scaffold_26
771	123953	132944	scaffold_26
702	133044	138349	scaffold_26
1112	138449	140708	scaffold_26
1220	140808	144522	scaffold_26
720	144622	151382	scaffold_26
102	0	3415	scaffold_27
1164	0	7865	scaffold_28
160	7965	21102	scaffold_28
628	21202	24498	scaffold_28
538	24598	37811	scaffold_28
101	37911	43047	scaffold_28
149	43147	54069	scaffold_28
187	54169	57466	scaffold_28
779	57566	58942	scaffold_28
589	59042	63787	scaffold_28
5	63887	65195	scaffold_28
533	65295	75982	scaffold_28
541	76082	86904	scaffold_28
31	87004	89141	scaffold_28
419	89241	95251	scaffold_28
820	95351	97028	scaffold_28
769	97128	99315	scaffold_28
933	99415	111067	scaffold_28
240	111167	115336	scaffold_28
421	115436	136056	scaffold_28
179	136156	150537	scaffold_28
1059	150637	152168	scaffold_28
642	152268	154443	scaffold_28
114	154543	160546	scaffold_28
1171	160646	162554	scaffold_28
226	162654	163867	scaffold_28
189	163967	177917	scaffold_28
751	178017	184120	scaffold_28
637	184220	187703	scaffold_28
1109	187803	195682	scaffold_28
1032	195782	198396	scaffold_28
705	198496	199775	scaffold_28
203	199875	205153	scaffold_28
1229	205253	214568	scaffold_28
1026	0	12557	scaffold_29
907	12657	21063	scaffold_29
1106	0	7285	scaffold_30
152	7385	12027	scaffold_30
183	12127	29860	scaffold_30
462	29960	37323	scaffold_30
180	37423	46486	scaffold_30
548	46586	49666	scaffold_30
400	49766	53185	scaffold_30
184	53285	58257	scaffold_30
237	58357	74917	scaffold_30
951	75017	79981	scaffold_30
380	80081	81406	scaffold_30
265	81506	110516	scaffold_30
14	110616	118711	scaffold_30
225	118811	125609	scaffold_30
905	125709	129351	scaffold_30
908	0	2192	scaffold_31
1243	0	6584	scaffold_32
136	6684	13758	scaffold_32
692	0	5140	scaffold_33
214	5240	14632	scaffold_33
603	14732	19391	scaffold_33
1130	19491	31543	scaffold_33
788	31643	47230	scaffold_33
497	47330	49396	scaffold_33
655	49496	55301	scaffold_33
335	55401	79331	scaffold_33
389	79431	82481	scaffold_33
518	82581	84085	scaffold_33
474	84185	87171	scaffold_33
372	87271	94052	scaffold_33
422	94152	99852	scaffold_33
569	99952	102310	scaffold_33
791	102410	110846	scaffold_33
1253	110946	116221	scaffold_33
327	116321	131067	scaffold_33
439	131167	135396	scaffold_33
1057	135496	149905	scaffold_33
983	150005	152262	scaffold_33
965	152362	157883	scaffold_33
27	0	14489	scaffold_34
361	14589	29046	scaffold_34
738	29146	30757	scaffold_34
1110	30857	36740	scaffold_34
1187	36840	40215	scaffold_34
331	40315	41845	scaffold_34
232	0	2212	scaffold_35
1199	0	2823	scaffold_36
1054	0	3537	scaffold_37
144	0	14426	scaffold_38
24	0	7428	scaffold_39
1204	7528	10582	scaffold_39
565	10682	12429	scaffold_39
44	12529	17825	scaffold_39
1275	17925	21168	scaffold_39
514	21268	46019	scaffold_39
893	46119	48962	scaffold_39
1142	0	5031	scaffold_40
633	5131	11887	scaffold_40
985	11987	22596	scaffold_40
923	22696	35924	scaffold_40
839	36024	58506	scaffold_40
823	58606	75720	scaffold_40
683	75820	85124	scaffold_40
780	85224	90325	scaffold_40
356	90425	118287	scaffold_40
7	118387	122032	scaffold_40
451	122132	125261	scaffold_40
974	125361	128016	scaffold_40
1048	128116	131615	scaffold_40
563	131715	140016	scaffold_40
218	140116	145008	scaffold_40
703	145108	146705	scaffold_40
367	0	2054	scaffold_41
620	2154	4003	scaffold_41
544	4103	6019	scaffold_41
498	0	3430	scaffold_42
691	3530	8761	scaffold_42
996	8861	18073	scaffold_42
968	18173	23440	scaffold_42
17	23540	28479	scaffold_42
626	0	1104	scaffold_43
869	0	4855	scaffold_44
1249	4955	9710	scaffold_44
163	9810	21881	scaffold_44
821	21981	25240	scaffold_44
721	25340	41592	scaffold_44
162	41692	45478	scaffold_44
1006	0	4111	scaffold_45
623	0	4037	scaffold_46
624	0	5045	scaffold_47
979	0	2521	scaffold_48
13	0	1160	scaffold_49
75	0	2590	scaffold_50
1144	0	2405	scaffold_51
995	0	1304	scaffold_52
784	0	3175	scaffold_53
500	0	2818	scaffold_54
967	0	1625	scaffold_55
963	0	5364	scaffold_56
1103	0	1236	scaffold_57
267	0	7714	scaffold_58
871	7814	17185	scaffold_58
1033	0	3504	scaffold_59
1157	0	1893	scaffold_60
261	0	1722	scaffold_61
54	0	3237	scaffold_62
1034	3337	4578	scaffold_62
959	0	24813	scaffold_63
955	0	3298	scaffold_64
483	0	2827	scaffold_65
